Quarter,County,Waste Type,Waste Category,Waste Amount (tonnes)
2013_Q1,Down,Non-Hazardous,Organic Waste,21385.0
2013_Q1,Dublin,Hazardous,Chemical Waste,16741.22
2013_Q1,Dublin,Hazardous,Electronic Waste,16592.0
2013_Q1,Dublin,Hazardous,Industrial Hazardous Waste,14589.46
,Dublin,Hazardous,Medical Waste,22104.42
2013_Q1,Dublin,Non-Hazardous,Agricultural Waste,11564.02
2013_Q1,Dublin,Non-Hazardous,Construction and Demolition Waste,190533.9
2013_Q1,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,24344.0
2013_Q1,,,Municipal Solid Waste,22774.82
2013_Q1,Dublin,Non-Hazardous,Organic Waste,19254.0
2013_Q1,Galway,Hazardous,Chemical Waste,9543.56
2013_Q1,Galway,Hazardous,Electronic Waste,8922.58
2013_Q1,Galway,Hazardous,Industrial Hazardous Waste,13509.98
2013_Q1,Galway,Hazardous,Medical Waste,9906.87
2013_Q1,Galway,Non-Hazardous,Agricultural Waste,18679.66
2013_Q1,Galway,Non-Hazardous,Construction and Demolition Waste,15589.8
2013_Q3,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,16509.27
2013_Q4,Galway,Non-Hazardous,Municipal Solid Waste,21212.51
2013_Q1,Galway,Non-Hazardous,Organic Waste,8204.0
2013_Q1,Kerry,Hazardous,Chemical Waste,16727.0
2013_Q1,Kerry,Hazardous,Electronic Waste,3353.54
2013_Q1,Kerry,Hazardous,Industrial Hazardous Waste,153242.0
2013_Q2,Kerry,Hazardous,Medical Waste,17062.86
2013_Q1,Kerry,Non-Hazardous,Agricultural Waste,18736.63
2013_Q1,Kerry,Non-Hazardous,Construction and Demolition Waste,12654.0
2013_Q1,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,13342.53
2013_Q1,,,Municipal Solid Waste,18363.03
2013_Q1,Kerry,Non-Hazardous,Organic Waste,8760.0
2013_Q1,Kildare,Hazardous,Chemical Waste,15710.81
2013_Q2,Kildare,Hazardous,Electronic Waste,18924.0
2013_Q1,Kildare,Hazardous,Industrial Hazardous Waste,13543.45
2013_Q1,Kildare,Hazardous,Medical Waste,4848.44
2013_Q1,Kildare,Non-Hazardous,,17238.35
2013_Q1,Kildare,Non-Hazardous,Construction and Demolition Waste,21516.0
2013_Q3,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,14813.0
2013_Q1,Kildare,Non-Hazardous,Municipal Solid Waste,17957.02
2013_Q1,Kildare,Non-Hazardous,Organic Waste,7620.25
2013_Q1,Kilkenny,Hazardous,Chemical Waste,7057.47
2013_Q1,Kilkenny,Hazardous,Electronic Waste,14775.15
2013_Q1,Kilkenny,Hazardous,Industrial Hazardous Waste,18965.0
2013_Q1,Kilkenny,Hazardous,Medical Waste,16284.73
2013_Q1,Kilkenny,Non-Hazardous,Agricultural Waste,
2013_Q1,Kilkenny,,Construction and Demolition Waste,11059.61
2013_Q1,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,9867.0
2013_Q1,Kilkenny,Non-Hazardous,Municipal Solid Waste,11144.28
2013_Q1,Kilkenny,Non-Hazardous,Organic Waste,11131.0
2013_Q1,Laois,Hazardous,Chemical Waste,12111.83
2013_Q1,Laois,Hazardous,Electronic Waste,15989.0
2013_Q1,Laois,Hazardous,Industrial Hazardous Waste,4726.61
2013_Q1,Laois,Hazardous,,15374.05
2013_Q4,Laois,Non-Hazardous,Agricultural Waste,24191.04
2013_Q1,Laois,Non-Hazardous,Construction and Demolition Waste,13983.0
2013_Q1,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,17071.0
2013_Q1,Laois,Non-Hazardous,Municipal Solid Waste,13015.65
2013_Q1,Laois,Non-Hazardous,Organic Waste,20041.0
2013_Q1,Limerick,Hazardous,Chemical Waste,22965.29
2013_Q1,Limerick,Hazardous,Electronic Waste,11476.0
2013_Q1,Limerick,Hazardous,Industrial Hazardous Waste,15593.0
2013_Q1,Limerick,Hazardous,Medical Waste,10812.61
2013_Q1,Limerick,Non-Hazardous,Agricultural Waste,13354.0
2013_Q1,Limerick,Non-Hazardous,Construction and Demolition Waste,13252.53
2013_Q1,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,11446.56
2013_Q2,Limerick,Non-Hazardous,Municipal Solid Waste,4222.95
2013_Q1,Limerick,,Organic Waste,13460.3
2013_Q1,Louth,Hazardous,Chemical Waste,17622.51
2013_Q2,Louth,,Electronic Waste,16204.11
2013_Q1,Louth,Hazardous,Industrial Hazardous Waste,9052.0
2013_Q1,Louth,Hazardous,Medical Waste,10656.63
2013_Q1,Louth,Non-Hazardous,Agricultural Waste,10141.0
2013_Q1,Louth,Non-Hazardous,Construction and Demolition Waste,24139.0
2013_Q2,Louth,Non-Hazardous,Industrial Non-Hazardous Waste,18802.33
2013_Q1,Louth,Non-Hazardous,Municipal Solid Waste,14667.37
2013_Q1,Louth,Non-Hazardous,Organic Waste,9660.32
2013_Q3,Mayo,Hazardous,,10951.0
2013_Q1,Mayo,Hazardous,Electronic Waste,19888.12
2013_Q1,Mayo,Hazardous,Industrial Hazardous Waste,15831.98
2013_Q1,Mayo,Hazardous,Medical Waste,12212.64
2013_Q1,Mayo,Non-Hazardous,Agricultural Waste,
2013_Q1,Mayo,Non-Hazardous,Construction and Demolition Waste,21671.62
2013_Q1,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,10896.6
2013_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,18847.61
2013_Q1,,Non-Hazardous,Organic Waste,15702.33
2013_Q1,Nan,Hazardous,Chemical Waste,
2013_Q2,Meath,Hazardous,,13699.24
2013_Q1,Meath,,Industrial Hazardous Waste,13924.53
2013_Q1,Meath,Hazardous,Medical Waste,18457.15
2013_Q1,Meath,Non-Hazardous,Agricultural Waste,7967.69
2013_Q1,Meath,Non-Hazardous,Construction and Demolition Waste,19303.0
2013_Q1,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,11358.73
2013_Q2,Meath,Non-Hazardous,Municipal Solid Waste,20602.79
2013_Q1,Meath,,Organic Waste,8623.3
2013_Q1,Monaghan,Hazardous,Chemical Waste,14422.59
2013_Q1,Monaghan,Hazardous,Electronic Waste,11897.18
2013_Q1,Monaghan,Hazardous,Industrial Hazardous Waste,12449.4
2013_Q1,Monaghan,Hazardous,Medical Waste,12515.88
2013_Q3,Monaghan,Non-Hazardous,,23435.0
2013_Q1,,Non-Hazardous,,19500.66
2013_Q1,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,21309.98
2013_Q1,Monaghan,Non-Hazardous,Municipal Solid Waste,
,Monaghan,Non-Hazardous,Organic Waste,
2013_Q1,Offaly,Hazardous,Chemical Waste,14764.79
2013_Q1,Nan,Hazardous,Electronic Waste,17203.33
2013_Q1,Offaly,Hazardous,Industrial Hazardous Waste,13344.0
,Offaly,Hazardous,Medical Waste,10138.0
2013_Q1,,Non-Hazardous,Agricultural Waste,9353.0
2013_Q1,Offaly,Non-Hazardous,Construction and Demolition Waste,
2013_Q1,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,12204.06
2013_Q1,Offaly,Non-Hazardous,Municipal Solid Waste,17025.0
2013_Q1,Offaly,Non-Hazardous,Organic Waste,12434.13
2013_Q1,Roscommon,Hazardous,Chemical Waste,11622.0
2013_Q1,Roscommon,Hazardous,Electronic Waste,5844.45
2013_Q1,Roscommon,Hazardous,Industrial Hazardous Waste,10604.21
2013_Q1,Roscommon,Hazardous,Medical Waste,13879.81
2013_Q1,Roscommon,Non-Hazardous,Agricultural Waste,2047.76
2013_Q1,Roscommon,Non-Hazardous,Construction and Demolition Waste,9497.0
2013_Q1,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,9546.6
2013_Q1,Roscommon,Non-Hazardous,Municipal Solid Waste,6319.0
2013_Q1,Roscommon,Non-Hazardous,Organic Waste,9623.0
2013_Q1,Sligo,Hazardous,Chemical Waste,2274.62
2013_Q1,Sligo,Hazardous,Electronic Waste,14448.26
2013_Q1,Sligo,Hazardous,Industrial Hazardous Waste,20379.0
2013_Q1,Sligo,Hazardous,Medical Waste,20476.0
2013_Q1,Sligo,Non-Hazardous,Agricultural Waste,15098.34
2013_Q1,Sligo,Non-Hazardous,Construction and Demolition Waste,17903.46
2013_Q1,Sligo,Non-Hazardous,Industrial Hazardous Waste,15569.54
2013_Q1,Sligo,Non-Hazardous,Municipal Solid Waste,15553.29
2013_Q1,Sligo,Non-Hazardous,Organic Waste,10988.9
2013_Q1,Tipperary,Hazardous,Chemical Waste,10115.0
2013_Q1,Tipperary,Hazardous,Electronic Waste,20137.0
2013_Q1,Tipperary,Hazardous,Industrial Hazardous Waste,17054.15
2013_Q1,Tipperary,Hazardous,Medical Waste,19502.96
2013_Q1,Tipperary,Non-Hazardous,Agricultural Waste,12118.25
2013_Q1,Tipperary,Non-Hazardous,Construction and Demolition Waste,7340.2
2013_Q1,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,17644.25
2013_Q1,Tipperary,Non-Hazardous,Municipal Solid Waste,20142.17
2013_Q1,Tipperary,Non-Hazardous,Organic Waste,177011.3
2013_Q1,Waterford,Hazardous,Chemical Waste,12687.96
2013_Q1,Waterford,Hazardous,Electronic Waste,12556.76
2013_Q4,Waterford,Hazardous,Industrial Hazardous Waste,15446.78
2013_Q1,,Hazardous,Medical Waste,15423.04
2013_Q1,Waterford,Non-Hazardous,Agricultural Waste,6981.0
2013_Q1,Waterford,Non-Hazardous,Construction and Demolition Waste,14289.37
2013_Q1,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,13063.74
2013_Q1,Waterford,Non-Hazardous,Municipal Solid Waste,21145.0
2013_Q1,Waterford,Non-Hazardous,Organic Waste,8717.0
2013_Q1,Westmeath,Hazardous,Chemical Waste,10974.16
2013_Q4,Westmeath,Hazardous,Electronic Waste,8215.0
2013_Q1,Westmeath,Hazardous,Industrial Hazardous Waste,8501.51
2013_Q1,Westmeath,Hazardous,Medical Waste,20874.45
2013_Q1,Westmeath,Non-Hazardous,Agricultural Waste,14687.0
2013_Q1,Nan,Non-Hazardous,Construction and Demolition Waste,21011.84
2013_Q2,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,9593.32
2013_Q1,Westmeath,Non-Hazardous,Municipal Solid Waste,17779.26
2013_Q1,Westmeath,Non-Hazardous,Organic Waste,14732.88
2013_Q1,Wexford,Hazardous,Chemical Waste,10417.41
2013_Q1,Wexford,Hazardous,Electronic Waste,11796.98
,Wexford,Hazardous,Industrial Hazardous Waste,13888.94
2013_Q1,Wexford,Hazardous,,11017.61
2013_Q1,Wexford,Non-Hazardous,Agricultural Waste,13743.0
2013_Q1,Wexford,Non-Hazardous,Construction and Demolition Waste,24525.9
2013_Q1,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,10544.09
2013_Q3,Wexford,Non-Hazardous,Municipal Solid Waste,11119.0
,Wexford,Non-Hazardous,Organic Waste,11109.45
2013_Q1,Wicklow,Hazardous,Chemical Waste,22480.16
2013_Q1,Wicklow,Hazardous,Electronic Waste,15521.1
,Wicklow,Hazardous,Industrial Hazardous Waste,16843.0
,Wicklow,Hazardous,Medical Waste,18976.0
2013_Q1,Wicklow,,Agricultural Waste,8437.42
2013_Q1,Wicklow,Non-Hazardous,Construction and Demolition Waste,21553.0
2013_Q1,Wicklow,,Industrial Non-Hazardous Waste,21532.3
2013_Q1,Wicklow,Non-Hazardous,Municipal Solid Waste,18580.0
,Wicklow,Non-Hazardous,Organic Waste,21086.95
2013_Q2,Antrim,Hazardous,Chemical Waste,9992.2
2013_Q2,Antrim,Hazardous,Electronic Waste,18240.17
2013_Q2,Antrim,Hazardous,Industrial Hazardous Waste,21617.9
,Antrim,Hazardous,Medical Waste,12906.11
2013_Q4,Antrim,Non-Hazardous,Agricultural Waste,18466.44
2013_Q1,Antrim,,Construction and Demolition Waste,7147.69
2013_Q2,Antrim,,Industrial Non-Hazardous Waste,19322.0
2013_Q2,Antrim,Non-Hazardous,Municipal Solid Waste,13807.0
2013_Q3,Antrim,Non-Hazardous,Organic Waste,9500.0
2013_Q2,Carlow,,Chemical Waste,13143.0
2013_Q2,Carlow,Hazardous,Electronic Waste,8720.11
2013_Q2,Carlow,Hazardous,Industrial Hazardous Waste,17309.78
2013_Q1,Carlow,Hazardous,Medical Waste,19221.0
2013_Q2,Carlow,Non-Hazardous,Agricultural Waste,18466.85
2013_Q2,Carlow,Non-Hazardous,Construction and Demolition Waste,10489.43
2013_Q2,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,13977.0
2013_Q1,Carlow,Non-Hazardous,Municipal Solid Waste,7383.98
2013_Q2,Carlow,Non-Hazardous,Organic Waste,26749.34
2013_Q1,Cavan,Hazardous,Chemical Waste,21247.69
2013_Q2,Cavan,Hazardous,Electronic Waste,16775.18
2013_Q2,Cavan,Hazardous,Industrial Hazardous Waste,7616.0
2013_Q2,Cavan,,Medical Waste,14202.62
2013_Q2,Cavan,Non-Hazardous,N A N,10329.65
2013_Q2,Cavan,Non-Hazardous,Construction and Demolition Waste,13417.56
2013_Q1,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,
2013_Q2,Cavan,Non-Hazardous,Municipal Solid Waste,23364.56
2013_Q2,Cavan,Non-Hazardous,Organic Waste,6705.3
2013_Q1,Clare,Hazardous,Chemical Waste,8638.74
2013_Q2,Clare,Hazardous,Electronic Waste,13479.87
2013_Q2,Clare,Hazardous,Industrial Hazardous Waste,4836.69
2013_Q2,,,Medical Waste,13811.3
2013_Q2,Clare,Non-Hazardous,Agricultural Waste,16086.0
2013_Q1,Clare,Non-Hazardous,Construction and Demolition Waste,22751.74
2013_Q2,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,14556.52
2013_Q1,Clare,Non-Hazardous,,16878.0
2013_Q2,Clare,Non-Hazardous,Organic Waste,14675.0
2013_Q1,Cork,Hazardous,,
2013_Q1,Cork,Hazardous,Electronic Waste,21479.0
2013_Q2,Cork,Hazardous,Industrial Hazardous Waste,13393.0
2013_Q2,Cork,Hazardous,Medical Waste,13946.11
2013_Q2,Cork,Non-Hazardous,Agricultural Waste,9223.99
2013_Q2,Cork,Non-Hazardous,Construction and Demolition Waste,14541.54
2013_Q2,Cork,Non-Hazardous,,24586.86
2013_Q1,Cork,Non-Hazardous,Municipal Solid Waste,19331.28
,Cork,Non-Hazardous,Organic Waste,12820.13
2013_Q2,Donegal,Hazardous,Chemical Waste,22170.28
,Donegal,Hazardous,Electronic Waste,15248.13
2013_Q2,Donegal,,Industrial Hazardous Waste,26769.21
2013_Q2,Donegal,Hazardous,Medical Waste,12941.19
2013_Q1,Donegal,Non-Hazardous,Agricultural Waste,20358.22
2013_Q3,Donegal,Non-Hazardous,Construction and Demolition Waste,23759.0
2013_Q2,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,10113.62
2013_Q2,Donegal,Non-Hazardous,Municipal Solid Waste,12823.78
2013_Q2,Donegal,Non-Hazardous,Organic Waste,21272.32
2013_Q2,Down,Hazardous,Chemical Waste,12980.07
2013_Q2,Down,Hazardous,Electronic Waste,
2013_Q2,Down,,Industrial Hazardous Waste,
2013_Q2,Down,Hazardous,Medical Waste,115906.3
2013_Q2,Down,Non-Hazardous,Agricultural Waste,14352.56
2013_Q1,,Non-Hazardous,Construction and Demolition Waste,20431.0
2013_Q2,Down,Non-Hazardous,Industrial Non-Hazardous Waste,14798.99
2013_Q2,Down,,Municipal Solid Waste,16356.0
2013_Q2,Down,Non-Hazardous,Organic Waste,22118.0
2013_Q2,Dublin,Hazardous,Chemical Waste,14682.0
2013_Q2,Dublin,Hazardous,Electronic Waste,14282.43
2013_Q1,Dublin,Hazardous,Industrial Hazardous Waste,12984.68
2013_Q2,Dublin,Hazardous,Medical Waste,18045.4
2013_Q2,Dublin,Non-Hazardous,Agricultural Waste,18279.53
2013_Q1,Dublin,Non-Hazardous,Construction and Demolition Waste,14730.0
2013_Q2,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,19373.67
2013_Q2,Dublin,Non-Hazardous,Municipal Solid Waste,11531.0
,Dublin,Non-Hazardous,Organic Waste,10360.0
2013_Q2,Galway,Hazardous,Chemical Waste,16763.0
2013_Q2,Galway,Hazardous,Electronic Waste,13470.36
2013_Q2,Galway,Hazardous,Industrial Hazardous Waste,15504.0
2013_Q2,Galway,Hazardous,Medical Waste,20412.85
2013_Q2,Galway,Non-Hazardous,Agricultural Waste,11019.0
2013_Q1,Galway,Non-Hazardous,Construction and Demolition Waste,20899.0
2013_Q2,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,19438.92
2013_Q2,Galway,,Municipal Solid Waste,12072.5
2013_Q2,Galway,Non-Hazardous,Organic Waste,20094.31
2013_Q2,Kerry,Hazardous,Chemical Waste,16444.72
2013_Q2,Kerry,Hazardous,Electronic Waste,19050.64
2013_Q2,Kerry,Hazardous,Industrial Hazardous Waste,16023.45
2013_Q2,Kerry,Hazardous,Medical Waste,20588.82
2013_Q2,Kerry,Non-Hazardous,Agricultural Waste,11508.91
2013_Q4,Kerry,Non-Hazardous,Construction and Demolition Waste,10772.21
2013_Q1,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,17790.33
2013_Q2,Kerry,,Municipal Solid Waste,23923.61
2013_Q2,Kerry,Non-Hazardous,Organic Waste,11392.78
2013_Q2,Kildare,Hazardous,Chemical Waste,26614.68
2013_Q2,,Hazardous,Electronic Waste,20062.21
2013_Q2,Kildare,Hazardous,Industrial Hazardous Waste,23852.29
2013_Q2,Kildare,Hazardous,Medical Waste,21792.0
2013_Q1,Kildare,Non-Hazardous,,12974.08
2013_Q1,Kildare,Non-Hazardous,Construction and Demolition Waste,6688.92
2013_Q2,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,11768.75
2013_Q1,Kildare,Non-Hazardous,Municipal Solid Waste,20699.26
2013_Q2,Kildare,Non-Hazardous,Organic Waste,16565.21
2013_Q2,Kilkenny,Hazardous,Chemical Waste,14483.92
2013_Q2,Kilkenny,Hazardous,Electronic Waste,18530.25
2013_Q2,Kilkenny,Hazardous,Industrial Hazardous Waste,13185.27
2013_Q2,Kilkenny,,Medical Waste,1945.45
2013_Q2,Kilkenny,Non-Hazardous,Agricultural Waste,15672.5
2013_Q2,Kilkenny,Non-Hazardous,Construction and Demolition Waste,7344.6
2013_Q3,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,10898.06
2013_Q2,,Non-Hazardous,Municipal Solid Waste,19384.98
2013_Q2,Kilkenny,Non-Hazardous,Organic Waste,15705.0
2013_Q2,Laois,Hazardous,Chemical Waste,15879.27
2013_Q2,Laois,Hazardous,Electronic Waste,23795.95
2013_Q2,Laois,Hazardous,Industrial Hazardous Waste,13770.9
2013_Q2,Laois,Hazardous,Medical Waste,15181.33
2013_Q2,Laois,Non-Hazardous,Agricultural Waste,17869.89
2013_Q2,Laois,Non-Hazardous,Construction and Demolition Waste,24725.31
2013_Q1,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,19125.23
2013_Q2,Laois,Non-Hazardous,Municipal Solid Waste,22414.87
2013_Q2,Laois,Non-Hazardous,Organic Waste,21291.04
2013_Q3,Limerick,Hazardous,Chemical Waste,18379.0
,Limerick,Hazardous,Electronic Waste,12477.0
2013_Q2,Nan,Hazardous,Industrial Hazardous Waste,
2013_Q2,Limerick,Hazardous,Medical Waste,16810.63
2013_Q2,Limerick,Non-Hazardous,Agricultural Waste,14026.92
2013_Q2,Limerick,Non-Hazardous,Construction and Demolition Waste,9480.0
2013_Q1,,Non-Hazardous,Industrial Non-Hazardous Waste,13154.64
2013_Q2,Limerick,Non-Hazardous,Municipal Solid Waste,13763.0
2013_Q2,Limerick,Non-Hazardous,,23184.16
2013_Q2,Louth,Hazardous,Chemical Waste,16514.17
2013_Q2,Louth,Hazardous,Electronic Waste,14454.45
2013_Q2,Louth,Hazardous,Industrial Hazardous Waste,10541.36
2013_Q2,Louth,,Medical Waste,20643.38
2013_Q1,Louth,Non-Hazardous,Agricultural Waste,20160.0
2013_Q2,Nan,Non-Hazardous,Construction and Demolition Waste,18591.0
2013_Q1,Louth,Non-Hazardous,Industrial Non-Hazardous Waste,8502.44
2013_Q1,Louth,Non-Hazardous,Municipal Solid Waste,15671.68
2013_Q2,Louth,Non-Hazardous,Organic Waste,14652.21
2013_Q1,Mayo,,Chemical Waste,13521.0
2013_Q2,Mayo,Hazardous,Electronic Waste,19781.87
2013_Q4,Mayo,Hazardous,Industrial Hazardous Waste,16690.12
2013_Q1,Mayo,,Medical Waste,17162.24
2013_Q2,Mayo,Non-Hazardous,Agricultural Waste,18777.27
2013_Q2,Mayo,Non-Hazardous,Construction and Demolition Waste,10132.56
2013_Q2,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,11321.31
2013_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,17231.64
2013_Q2,Mayo,Non-Hazardous,Organic Waste,4792.15
,Meath,Hazardous,Chemical Waste,18734.01
2013_Q2,Meath,Hazardous,Electronic Waste,18426.59
2013_Q1,Meath,Hazardous,,
2013_Q1,Meath,Hazardous,,12017.92
2013_Q2,Meath,Non-Hazardous,Agricultural Waste,14897.15
2013_Q2,Meath,Non-Hazardous,,8853.14
2013_Q1,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,17540.91
2013_Q2,Meath,Non-Hazardous,Municipal Solid Waste,
2013_Q2,Meath,Non-Hazardous,Organic Waste,14520.25
2013_Q1,Monaghan,Hazardous,Chemical Waste,26411.05
2013_Q2,Monaghan,Hazardous,Electronic Waste,16457.15
2013_Q2,Monaghan,Hazardous,Industrial Hazardous Waste,9167.71
,Monaghan,Hazardous,Medical Waste,16769.7
2013_Q1,Monaghan,Non-Hazardous,Agricultural Waste,13180.41
2013_Q1,Monaghan,Non-Hazardous,Construction and Demolition Waste,11192.0
2013_Q2,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,20951.76
2013_Q2,Monaghan,Non-Hazardous,Municipal Solid Waste,10554.0
2013_Q4,,Non-Hazardous,Organic Waste,8898.26
2013_Q1,Offaly,,Chemical Waste,21298.18
2013_Q2,Offaly,Hazardous,Electronic Waste,8619.41
2013_Q2,Offaly,Hazardous,Industrial Hazardous Waste,17896.0
2013_Q1,Offaly,Hazardous,Medical Waste,14401.99
2013_Q2,Offaly,Non-Hazardous,Agricultural Waste,12240.0
2013_Q2,Offaly,Non-Hazardous,Construction and Demolition Waste,9338.61
2013_Q1,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,8864.0
2013_Q2,Offaly,Non-Hazardous,Municipal Solid Waste,15238.87
2013_Q2,Offaly,Non-Hazardous,Organic Waste,16828.83
2013_Q2,Roscommon,Hazardous,,16983.28
2013_Q2,Roscommon,Hazardous,Electronic Waste,
2013_Q2,Roscommon,Hazardous,Industrial Hazardous Waste,9429.9
2013_Q2,Roscommon,Hazardous,Medical Waste,21376.0
2013_Q1,Roscommon,Non-Hazardous,Agricultural Waste,15753.64
2013_Q2,Roscommon,Non-Hazardous,Construction and Demolition Waste,6368.0
2013_Q1,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,13601.18
2013_Q2,Roscommon,Non-Hazardous,Municipal Solid Waste,8602.0
2013_Q1,Roscommon,,Organic Waste,
2013_Q2,Sligo,Hazardous,Chemical Waste,6284.44
2013_Q2,Sligo,Hazardous,Electronic Waste,12367.0
2013_Q2,Sligo,Hazardous,Industrial Hazardous Waste,8491.0
2013_Q1,Sligo,Hazardous,Medical Waste,10556.13
2013_Q2,Sligo,Non-Hazardous,Agricultural Waste,11459.0
2013_Q2,Sligo,Non-Hazardous,Construction and Demolition Waste,15454.0
2013_Q1,Sligo,Non-Hazardous,Industrial Hazardous Waste,13081.0
,Sligo,Non-Hazardous,Municipal Solid Waste,19188.39
2013_Q2,Sligo,Non-Hazardous,Organic Waste,13892.21
2013_Q2,Tipperary,Hazardous,Chemical Waste,12929.36
2013_Q2,Tipperary,Hazardous,Electronic Waste,
2013_Q2,Tipperary,,Industrial Hazardous Waste,19270.0
2013_Q2,Tipperary,Hazardous,Medical Waste,5888.75
2013_Q1,,Non-Hazardous,Agricultural Waste,16264.12
,Tipperary,Non-Hazardous,Construction and Demolition Waste,26623.77
2013_Q2,Tipperary,Non-Hazardous,,13390.9
,Tipperary,,Municipal Solid Waste,16836.0
2013_Q2,Tipperary,Non-Hazardous,Organic Waste,9111.0
2013_Q1,Waterford,Hazardous,,8961.73
2013_Q2,Waterford,Hazardous,Electronic Waste,6700.62
2013_Q2,Waterford,Hazardous,Industrial Hazardous Waste,22623.22
2013_Q1,Waterford,,Medical Waste,
2013_Q2,Waterford,Non-Hazardous,Agricultural Waste,9660.6
2013_Q2,Waterford,Non-Hazardous,Construction and Demolition Waste,23833.37
2013_Q2,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,
2013_Q2,Waterford,Non-Hazardous,Municipal Solid Waste,8186.43
,Waterford,Non-Hazardous,Organic Waste,6957.97
2013_Q4,Westmeath,Hazardous,Chemical Waste,15688.09
2013_Q2,Westmeath,Hazardous,Electronic Waste,17013.79
2013_Q2,Westmeath,Hazardous,Industrial Hazardous Waste,27341.94
2013_Q2,Westmeath,Hazardous,Medical Waste,16140.09
2013_Q2,Westmeath,Non-Hazardous,Agricultural Waste,4755.48
2013_Q1,Westmeath,Non-Hazardous,Construction and Demolition Waste,23578.81
2013_Q2,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,19943.75
2013_Q2,Westmeath,Non-Hazardous,Municipal Solid Waste,14174.64
2013_Q2,Westmeath,Non-Hazardous,Organic Waste,9605.77
2013_Q2,Wexford,Hazardous,Chemical Waste,12860.16
2013_Q2,,Hazardous,Electronic Waste,10932.57
2013_Q2,Wexford,Hazardous,Industrial Hazardous Waste,7678.5
2013_Q2,Wexford,Hazardous,Medical Waste,
2013_Q2,Wexford,Non-Hazardous,Agricultural Waste,7367.62
2013_Q2,Wexford,Non-Hazardous,Construction and Demolition Waste,12880.59
2013_Q2,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,6497.55
2013_Q2,Wexford,Non-Hazardous,Municipal Solid Waste,13931.5
2013_Q2,Wexford,Non-Hazardous,Organic Waste,16173.0
2013_Q2,Wicklow,Hazardous,Chemical Waste,15745.29
2013_Q2,Wicklow,Hazardous,Electronic Waste,22099.0
2013_Q2,Wicklow,Hazardous,Industrial Hazardous Waste,10303.7
2013_Q1,Wicklow,,Medical Waste,6662.24
2013_Q2,Wicklow,Non-Hazardous,Agricultural Waste,9377.0
2013_Q2,Wicklow,Non-Hazardous,Construction and Demolition Waste,28697.79
2013_Q1,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,18510.41
2013_Q2,Wicklow,Non-Hazardous,Municipal Solid Waste,14967.31
2013_Q2,Wicklow,,Organic Waste,14997.0
2013_Q3,Antrim,Hazardous,Chemical Waste,19856.83
2013_Q1,Antrim,Hazardous,Electronic Waste,8644.77
2013_Q3,Antrim,Hazardous,Industrial Hazardous Waste,7424.56
2013_Q3,Nan,Hazardous,Medical Waste,10435.29
2013_Q3,Antrim,Non-Hazardous,Agricultural Waste,11603.87
2013_Q3,Antrim,Non-Hazardous,Construction and Demolition Waste,24624.0
,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,14094.22
2013_Q3,Antrim,Non-Hazardous,Municipal Solid Waste,7770.0
2013_Q3,Antrim,Non-Hazardous,Organic Waste,9613.0
2013_Q3,Carlow,Hazardous,Chemical Waste,13664.11
2013_Q3,Carlow,Hazardous,Electronic Waste,16483.53
2013_Q3,Carlow,Hazardous,Industrial Hazardous Waste,
2013_Q3,Carlow,Hazardous,Medical Waste,12632.55
