Quarter,County,Waste Type,Waste Category,Waste Amount (tonnes)
2013Q1,Sligo,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),"14,448.26"
2013Q1,Sligo co.,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,20379
2013Q1,Sligo,Hazardous,M e d i c a l  W a s t e ,20476
2013Q1,Sligo,Non-Hazardous,Agricultural_Waste,15098.340000
01-01-2013,Sligo,Non-Hazardous,Construction and Waste Demolition,17903.460000
01 January 2013,Sligo,Non-Hazardous,Non-Hazardous Waste Industrial,15569.54
"January 01, 2013",co. Sligo,Non-Hazardous,   Municipal Solid Waste  ,"15,553.29"
01/01/2013,Sligo,Non-Hazardous,organic waste,"10,988.90"
2013Q1,Tipperary,Hazardous,Chemical Waste,10115
2013Q1,Tipperary,Hazardous,electronic waste (e-waste),20137
01-01-2013,Tipperary,Hazardous,   Industrial Hazardous Waste  ,17054.15
2013Q1,Tipperary,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,"19,502.96"
2013Q1,Tipperary co.,Non-Hazardous,AGRICULTURAL WASTE,12118.250000
2013Q1,Tipperary,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,7340.200000000001
01/01/2013,Tipperary,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,17644.25
2013Q1,Tipperary,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,20142.17
2013Q1,Tipperary,Non-Hazardous,organic waste,177011.300000
2013-01-01,Waterford,Hazardous,Waste Chemical,12687.960000
2013Q1,Waterford County,Hazardous,   Electronic Waste (E-Waste)  ,"12,556.76"
2013 Q4,Waterford,Hazardous,INDUSTRIAL HAZARDOUS WASTE,15446.78
01 January 2013,,Hazardous,Medical_Waste,15423.04
2013Q1,Waterford,Non-Hazardous,Agricultural Waste,6981
2013Q1,Waterford,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,14289.370000
2013Q1,Co. Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,"13,063.74"
2013Q1,Waterford,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,21145
01 January 2013,Waterford,Non-Hazardous,Waste Organic,8717
2013Q1,Westmeath,Hazardous,chemical waste,10974.16
2013 Q4,Westmeath,Hazardous,ELECTRONIC WASTE (E-WASTE),8215
2013-01-01,co. Westmeath,Hazardous,Industrial Hazardous Waste,"8,501.51"
2013Q1,Westmeath County,Hazardous,M e d i c a l  W a s t e ,"20,874.45"
2013Q1,Westmeath,Non-Hazardous,   Agricultural Waste  ,14687
01 January 2013,co. nan,Non-Hazardous,Demolition Waste and Construction,21011.840000
2013 Q2,Westmeath Co.,Non-Hazardous,industrial non-hazardous waste,9593.32
2013Q1,Westmeath,Non-Hazardous,Municipal Solid Waste,17779.260000000002
01-01-2013,Westmeath,Non-Hazardous,ORGANIC WASTE,14732.880000000001
01/01/2013,Co. Wexford,Hazardous,chemical waste,10417.410000
2013-01-01,county Wexford,Hazardous,ELECTRONIC WASTE (E-WASTE),11796.98
,Wexford County,Hazardous,Industrial Hazardous Waste,13888.940000
2013Q1,Wexford,Hazardous,   nan  ,11017.610000
2013Q1,Wexford,Non-Hazardous,Agricultural_Waste,13743
"January 01, 2013",Wexford,Non-Hazardous,Construction and Waste Demolition,24525.900000
01-01-2013,Wexford,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,10544.09
2013 Q3,Wexford co.,Non-Hazardous,MUNICIPAL SOLID WASTE,11119
,county Wexford,Non-Hazardous,Organic_Waste,11109.450000
01/01/2013,Wicklow,Hazardous,   Chemical Waste  ,22480.16
2013Q1,Wicklow co.,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),15521.1
,Wicklow,Hazardous,INDUSTRIAL HAZARDOUS WASTE,16843
,Wicklow,Hazardous,M e d i c a l  W a s t e ,18976
01 January 2013,Wicklow,,   Agricultural Waste  ,8437.42
2013-01-01,Wicklow,Non-Hazardous,Construction_and_Demolition_Waste,21553
2013Q1,Wicklow,,Industrial_Non-Hazardous_Waste,21532.300000
2013-01-01,Wicklow,Non-Hazardous,Solid Waste Municipal,18580
,Wicklow,Non-Hazardous,   Organic Waste  ,21086.950000
"April 01, 2013",Antrim,Hazardous,CHEMICAL WASTE,9992.200000
01 April 2013,Antrim,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),18240.17
2013Q2,Antrim,Hazardous,   Industrial Hazardous Waste  ,21617.899999999998
,Co. Antrim,Hazardous,   Medical Waste  ,12906.110000
2013 Q4,Antrim,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,18466.44
01-04-2013,Antrim,,Construction and Demolition Waste,"7,147.69"
Q2 2013,Antrim county,,Industrial_Non-Hazardous_Waste,19322
01 April 2013,Antrim,Non-Hazardous,   Municipal Solid Waste  ,13807
Q3 2013,Antrim,Non-Hazardous,Organic Waste,9500
01 April 2013,Carlow,,Chemical Waste,13143
2013Q2,Carlow,Hazardous,Electronic_Waste_(E-Waste),8720.11
2013Q2,Carlow co.,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,17309.78
01/04/2013,Carlow,Hazardous,M e d i c a l  W a s t e ,19221
"April 01, 2013",Carlow,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,18466.85
2013Q2,Carlow,Non-Hazardous,Construction and Demolition Waste,10489.43
2013-04-01,County Carlow,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,13977
01/04/2013,Carlow,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,7383.98
"April 01, 2013",Carlow,Non-Hazardous,organic waste,"26,749.34"
01/04/2013,county Cavan,Hazardous,Chemical_Waste,"21,247.69"
2013-04-01,Cavan,Hazardous,   Electronic Waste (E-Waste)  ,16775.18
2013Q2,Cavan,Hazardous,Industrial_Hazardous_Waste,7616
2013Q2,Cavan County,,M.e.d.i.c.a.l. W.a.s.t.e.,"14,202.62"
2013 Q2,Cavan County,Non-Hazardous,n a n ,10329.650000000001
2013Q2,county Cavan,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,"13,417.56"
01-04-2013,County Cavan,Non-Hazardous,   Industrial Non-Hazardous Waste  ,
2013Q2,county Cavan,Non-Hazardous,municipal solid waste,23364.56
2013-04-01,Cavan,Non-Hazardous,   Organic Waste  ,"6,705.30"
01-04-2013,co. Clare,Hazardous,Chemical_Waste,8638.740000
2013Q2,County Clare,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),13479.870000
"April 01, 2013",Clare,Hazardous,Hazardous Waste Industrial,4836.69
01 April 2013,,,medical waste,13811.3
2013Q2,Clare,Non-Hazardous,Agricultural_Waste,16086
01/04/2013,Clare,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,22751.74
2013Q2,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,14556.520000
01-04-2013,Clare,Non-Hazardous,,16878
01 April 2013,Clare,Non-Hazardous,Organic_Waste,14675
01-04-2013,Cork,Hazardous,,
01/04/2013,Cork,Hazardous,ELECTRONIC WASTE (E-WASTE),21479
2013-04-01,county Cork,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,13393
2013Q2,Cork,Hazardous,M e d i c a l  W a s t e ,"13,946.11"
2013Q2,Cork,Non-Hazardous,Agricultural Waste,9223.990000
2013Q2,Cork,Non-Hazardous,Construction_and_Demolition_Waste,"14,541.54"
2013Q2,Cork,Non-Hazardous,   nan  ,24586.86
01-04-2013,Cork,Non-Hazardous,   Municipal Solid Waste  ,"19,331.28"
,Cork,Non-Hazardous,Organic Waste,12820.130000000001
2013-04-01,Donegal,Hazardous,CHEMICAL WASTE,"22,170.28"
,Donegal,Hazardous,ELECTRONIC WASTE (E-WASTE),"15,248.13"
2013-04-01,Donegal,,Industrial Hazardous Waste,26769.21
2013Q2,Donegal,Hazardous,medical waste,12941.189999999999
01-04-2013,Donegal,Non-Hazardous,agricultural waste,20358.22
2013 Q3,County Donegal,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,23759
2013Q2,Donegal,Non-Hazardous,Industrial_Non-Hazardous_Waste,10113.620000
2013Q2,Donegal county,Non-Hazardous,MUNICIPAL SOLID WASTE,"12,823.78"
2013Q2,county Donegal,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,21272.32
2013Q2,Down,Hazardous,   Chemical Waste  ,"12,980.07"
"April 01, 2013",Down,Hazardous,Electronic Waste (E-Waste),
2013Q2,Down,,industrial hazardous waste,
"April 01, 2013",Down County,Hazardous,Medical_Waste,115906.30000000002
2013Q2,Co. Down,Non-Hazardous,Waste Agricultural,14352.560000
01/04/2013,,Non-Hazardous,Construction Waste and Demolition,20431
2013Q2,Down,Non-Hazardous,Industrial_Non-Hazardous_Waste,"14,798.99"
01 April 2013,Down County,,Municipal Solid Waste,16356
2013Q2,Down,Non-Hazardous,ORGANIC WASTE,22118
2013Q2,Dublin,Hazardous,Chemical_Waste,14682
2013Q2,Dublin Co.,Hazardous,ELECTRONIC WASTE (E-WASTE),14282.43
01-04-2013,Dublin,Hazardous,   Industrial Hazardous Waste  ,12984.680000
01 April 2013,Dublin,Hazardous,Medical Waste,18045.400000
2013Q2,Dublin,Non-Hazardous,AGRICULTURAL WASTE,18279.53
01-04-2013,Dublin,Non-Hazardous,construction and demolition waste,14730
"April 01, 2013",Dublin,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,19373.670000
01 April 2013,Dublin,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,11531
,Dublin,Non-Hazardous,   Organic Waste  ,10360
Q2 2013,Galway County,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,16763
"April 01, 2013",Galway,Hazardous,Electronic (E-Waste) Waste,13470.36
2013Q2,Galway,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,15504
2013Q2,Galway,Hazardous,M e d i c a l  W a s t e ,"20,412.85"
01 April 2013,Galway,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,11019
2013 Q1,Galway,Non-Hazardous,Construction and Demolition Waste,20899
01 April 2013,Galway co.,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,19438.92
01 April 2013,Galway,,Municipal_Solid_Waste,12072.5
01 April 2013,Galway,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,20094.310000
2013-04-01,Kerry,Hazardous,chemical waste,16444.720000
2013Q2,Kerry,Hazardous,Electronic Waste (E-Waste),"19,050.64"
2013Q2,Kerry co.,Hazardous,Industrial_Hazardous_Waste,"16,023.45"
2013Q2,Kerry,Hazardous,Medical Waste,20588.820000
01 April 2013,Kerry,Non-Hazardous,agricultural waste,11508.909999999998
Q4 2013,Kerry,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,10772.210000
01-04-2013,Kerry,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"17,790.33"
"April 01, 2013",Kerry,,M u n i c i p a l  S o l i d  W a s t e ,23923.610000
2013Q2,Kerry,Non-Hazardous,O r g a n i c  W a s t e ,"11,392.78"
2013Q2,Kildare,Hazardous,Chemical_Waste,26614.680000
2013-04-01,,Hazardous,(E-Waste) Electronic Waste,"20,062.21"
2013Q2,Kildare,Hazardous,industrial hazardous waste,23852.290000
2013-04-01,Kildare co.,Hazardous,Waste Medical,21792
01-04-2013,Co. Kildare,Non-Hazardous,,12974.08
01/04/2013,County Kildare,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,6688.92
2013Q2,Kildare,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"11,768.75"
Q1 2013,Kildare,Non-Hazardous,   Municipal Solid Waste  ,20699.260000000002
2013-04-01,Kildare,Non-Hazardous,Organic_Waste,16565.210000
2013Q2,co. Kilkenny,Hazardous,Chemical_Waste,14483.920000
01 April 2013,Kilkenny,Hazardous,Waste Electronic (E-Waste),18530.250000
2013Q2,Kilkenny,Hazardous,INDUSTRIAL HAZARDOUS WASTE,13185.270000
2013Q2,co. Kilkenny,,Medical Waste,"1,945.45"
2013Q2,Kilkenny Co.,Non-Hazardous,AGRICULTURAL WASTE,"15,672.50"
2013-04-01,Kilkenny,Non-Hazardous,Construction_and_Demolition_Waste,"7,344.60"
Q3 2013,County Kilkenny,Non-Hazardous,Industrial_Non-Hazardous_Waste,10898.060000
2013-04-01,,Non-Hazardous,municipal solid waste,19384.980000000003
01 April 2013,co. Kilkenny,Non-Hazardous,Organic_Waste,15705
2013-04-01,county Laois,Hazardous,   Chemical Waste  ,15879.27
2013Q2,county Laois,Hazardous,Electronic (E-Waste) Waste,23795.950000
"April 01, 2013",Laois,Hazardous,INDUSTRIAL HAZARDOUS WASTE,13770.900000
2013Q2,county Laois,Hazardous,medical waste,15181.33
2013Q2,county Laois,Non-Hazardous,Agricultural Waste,"17,869.89"
2013-04-01,Laois,Non-Hazardous,Construction Waste Demolition and,24725.31
01/04/2013,Laois,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"19,125.23"
"April 01, 2013",Laois,Non-Hazardous,   Municipal Solid Waste  ,"22,414.87"
"April 01, 2013",Laois,Non-Hazardous,Organic Waste,"21,291.04"
2013 Q3,Limerick,Hazardous,Chemical_Waste,18379
,Limerick,Hazardous,Electronic Waste (E-Waste),12477
01 April 2013,nan County,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,
2013Q2,Limerick,Hazardous,Medical Waste,"16,810.63"
2013-04-01,Limerick,Non-Hazardous,agricultural waste,14026.920000
2013Q2,Limerick,Non-Hazardous,Demolition Construction and Waste,9480
Q1 2013,,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,13154.640000
2013Q2,Limerick,Non-Hazardous,municipal solid waste,13763
2013Q2,Limerick,Non-Hazardous,,23184.16
2013Q2,Louth,Hazardous,CHEMICAL WASTE,16514.170000000002
01 April 2013,Louth,Hazardous,Electronic Waste (E-Waste),"14,454.45"
01 April 2013,County Louth,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,10541.360000
2013Q2,Louth,,M e d i c a l  W a s t e ,20643.38
Q1 2013,County Louth,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,20160
2013Q2,nan county,Non-Hazardous,Construction_and_Demolition_Waste,18591
01-04-2013,Louth,Non-Hazardous,industrial non-hazardous waste,"8,502.44"
01/04/2013,Louth,Non-Hazardous,municipal solid waste,15671.680000
01 April 2013,Louth,Non-Hazardous,Organic_Waste,14652.21
01/04/2013,Mayo,,   Chemical Waste  ,13521
2013-04-01,Co. Mayo,Hazardous,ELECTRONIC WASTE (E-WASTE),19781.870000000003
Q4 2013,Mayo,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,"16,690.12"
01/04/2013,Mayo,,Medical_Waste,17162.239999999998
2013-04-01,Mayo Co.,Non-Hazardous,agricultural waste,"18,777.27"
01 April 2013,Mayo,Non-Hazardous,Construction and Demolition Waste,10132.560000
2013Q2,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,"11,321.31"
01-04-2013,Co. Mayo,Non-Hazardous,Municipal Solid Waste,"17,231.64"
2013Q2,Mayo,Non-Hazardous,ORGANIC WASTE,4792.150000
,Meath,Hazardous,Chemical Waste,"18,734.01"
2013Q2,Meath,Hazardous,Electronic Waste (E-Waste),"18,426.59"
01-04-2013,Meath,Hazardous,n.a.n.,
01-04-2013,Meath,Hazardous,NAN,"12,017.92"
"April 01, 2013",Meath,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,14897.150000000001
2013Q2,Meath,Non-Hazardous,,8853.140000
01/04/2013,Meath,Non-Hazardous,industrial non-hazardous waste,17540.910000
2013-04-01,Meath,Non-Hazardous,Municipal Solid Waste,
2013Q2,Meath Co.,Non-Hazardous,Organic Waste,14520.250000
01/04/2013,Monaghan,Hazardous,Chemical Waste,26411.05
2013Q2,County Monaghan,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"16,457.15"
2013Q2,Co. Monaghan,Hazardous,INDUSTRIAL HAZARDOUS WASTE,9167.710000
,Monaghan,Hazardous,Medical Waste,"16,769.70"
01-04-2013,Monaghan,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,13180.41
01-04-2013,Monaghan county,Non-Hazardous,Construction_and_Demolition_Waste,11192
2013Q2,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,20951.760000
2013-04-01,Monaghan,Non-Hazardous,municipal solid waste,10554
Q4 2013,,Non-Hazardous,   Organic Waste  ,8898.26
01-04-2013,Offaly,,chemical waste,21298.180000
2013Q2,County Offaly,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),8619.41
2013Q2,Offaly,Hazardous,   Industrial Hazardous Waste  ,17896
01/04/2013,County Offaly,Hazardous,M e d i c a l  W a s t e ,"14,401.99"
2013Q2,Offaly,Non-Hazardous,   Agricultural Waste  ,12240.0
"April 01, 2013",Offaly co.,Non-Hazardous,Construction and Demolition Waste,"9,338.61"
01/04/2013,Offaly,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,8864
2013Q2,Offaly,Non-Hazardous,Municipal_Solid_Waste,15238.870000
2013Q2,Offaly Co.,Non-Hazardous,Waste Organic,16828.830000
01 April 2013,Roscommon county,Hazardous,,16983.28
2013 Q2,County Roscommon,Hazardous,ELECTRONIC WASTE (E-WASTE),
01 April 2013,Roscommon county,Hazardous,Waste Industrial Hazardous,9429.9
01 April 2013,Roscommon Co.,Hazardous,M e d i c a l  W a s t e ,21376
01/04/2013,co. Roscommon,Non-Hazardous,   Agricultural Waste  ,15753.64
2013-04-01,Roscommon,Non-Hazardous,Waste Construction Demolition and,6368
01-04-2013,Roscommon,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,13601.18
2013Q2,Roscommon,Non-Hazardous,MUNICIPAL SOLID WASTE,8602
01-04-2013,Roscommon,,Organic_Waste,
01 April 2013,Sligo,Hazardous,Chemical_Waste,"6,284.44"
2013Q2,Sligo county,Hazardous,electronic waste (e-waste),12367
2013Q2,co. Sligo,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,8491
01/04/2013,Sligo,Hazardous,medical waste,"10,556.13"
2013Q2,Sligo,Non-Hazardous,Agricultural Waste,11459
"April 01, 2013",Co. Sligo,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,15454
01/04/2013,Sligo,Non-Hazardous,Non-Hazardous Waste Industrial,13081
,Sligo,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,19188.390000
2013-04-01,Sligo,Non-Hazardous,Organic_Waste,"13,892.21"
2013Q2,Tipperary,Hazardous,CHEMICAL WASTE,12929.360000
2013-04-01,Tipperary Co.,Hazardous,ELECTRONIC WASTE (E-WASTE),
01 April 2013,county Tipperary,,Industrial_Hazardous_Waste,19270
01 April 2013,Tipperary,Hazardous,medical waste,"5,888.75"
01/04/2013,,Non-Hazardous,agricultural waste,16264.119999999999
,Tipperary,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,26623.770000
2013Q2,Tipperary,Non-Hazardous,,"13,390.90"
,Tipperary,,Municipal Solid Waste,16836
2013Q2,Tipperary,Non-Hazardous,O r g a n i c  W a s t e ,9111
01/04/2013,Waterford,Hazardous,n.a.n.,8961.730000
2013Q2,Waterford,Hazardous,   Electronic Waste (E-Waste)  ,6700.62
2013Q2,Waterford,Hazardous,   Industrial Hazardous Waste  ,22623.220000
01-04-2013,Waterford,,Waste Medical,
2013-04-01,Waterford,Non-Hazardous,   Agricultural Waste  ,9660.6
2013-04-01,Waterford,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,23833.37
2013Q2,Waterford,Non-Hazardous,   Industrial Non-Hazardous Waste  ,
01 April 2013,Waterford county,Non-Hazardous,Municipal Waste Solid,8186.430000
,Waterford County,Non-Hazardous,   Organic Waste  ,"6,957.97"
2013 Q4,Westmeath,Hazardous,Chemical Waste,15688.090000
2013Q2,Westmeath,Hazardous,Waste Electronic (E-Waste),"17,013.79"
2013Q2,Westmeath,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,27341.940000000002
2013Q2,Westmeath,Hazardous,Medical_Waste,16140.090000
2013Q2,Westmeath County,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,4755.480000
Q1 2013,County Westmeath,Non-Hazardous,Demolition Waste Construction and,23578.810000
01 April 2013,Westmeath,Non-Hazardous,Industrial_Non-Hazardous_Waste,19943.750000
2013-04-01,Westmeath Co.,Non-Hazardous,municipal solid waste,14174.640000
2013Q2,Westmeath,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,9605.77
01 April 2013,Co. Wexford,Hazardous,Waste Chemical,12860.16
2013Q2,,Hazardous,Electronic Waste (E-Waste),"10,932.57"
2013Q2,Wexford,Hazardous,industrial hazardous waste,7678.5
"April 01, 2013",Wexford,Hazardous,M e d i c a l  W a s t e ,
2013-04-01,Wexford,Non-Hazardous,AGRICULTURAL WASTE,7367.620000
2013 Q2,Wexford,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,"12,880.59"
2013Q2,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,6497.549999999999
2013Q2,Wexford,Non-Hazardous,Solid Municipal Waste,"13,931.50"
2013Q2,Wexford,Non-Hazardous,Organic Waste,16173
"April 01, 2013",Wicklow Co.,Hazardous,Waste Chemical,15745.29
01 April 2013,Wicklow,Hazardous,ELECTRONIC WASTE (E-WASTE),22099
Q2 2013,Wicklow,Hazardous,Industrial_Hazardous_Waste,"10,303.70"
01-04-2013,Wicklow,,MEDICAL WASTE,"6,662.24"
2013-04-01,Wicklow County,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,9377
"April 01, 2013",Wicklow,Non-Hazardous,construction and demolition waste,"28,697.79"
01/04/2013,Wicklow,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"18,510.41"
2013Q2,Wicklow,Non-Hazardous,Municipal Solid Waste,14967.310000
2013Q2,co. Wicklow,,organic waste,14997
2013Q3,Antrim,Hazardous,Chemical_Waste,"19,856.83"
01-07-2013,Antrim,Hazardous,   Electronic Waste (E-Waste)  ,8644.770000
2013Q3,Antrim,Hazardous,Industrial Hazardous Waste,"7,424.56"
2013Q3,nan County,Hazardous,MEDICAL WASTE,10435.29
2013Q3,Antrim,Non-Hazardous,AGRICULTURAL WASTE,11603.869999999999
2013Q3,Antrim County,Non-Hazardous,construction and demolition waste,24624
,Antrim,Non-Hazardous,industrial non-hazardous waste,"14,094.22"
2013Q3,Antrim,Non-Hazardous,Municipal Waste Solid,7770
2013Q3,Antrim,Non-Hazardous,organic waste,9613
2013Q3,Carlow,Hazardous,C h e m i c a l  W a s t e ,"13,664.11"
2013-07-01,County Carlow,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"16,483.53"
2013Q3,Carlow,Hazardous,INDUSTRIAL HAZARDOUS WASTE,
2013-07-01,Carlow,Hazardous,MEDICAL WASTE,12632.550000000001
2013Q3,,Non-Hazardous,   Agricultural Waste  ,15994.190000
2013Q3,Carlow,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,7828.15
01/07/2013,Carlow,Non-Hazardous,   Industrial Non-Hazardous Waste  ,13661.200000
"July 01, 2013",Carlow,Non-Hazardous,MUNICIPAL SOLID WASTE,"14,184.29"
2013Q3,Carlow,,   Organic Waste  ,23789
2013Q3,Cavan,Hazardous,   Chemical Waste  ,25423.660000
2013Q3,Cavan,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),"20,625.08"
01 July 2013,Cavan,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,22261.43
2013 Q3,Cavan,Hazardous,Medical_Waste,13346
2013 Q1,Cavan,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,19807
2013Q3,county Cavan,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,15993.95
2013 Q2,county Cavan,Non-Hazardous,Waste Non-Hazardous Industrial,16546
2013-07-01,County Cavan,Non-Hazardous,   Municipal Solid Waste  ,"11,645.34"
"July 01, 2013",Cavan,Non-Hazardous,Organic Waste,15396.17
2013Q3,Clare,Hazardous,Chemical Waste,15916.78
2013-07-01,Co. Clare,Hazardous,electronic waste (e-waste),13497.46
01 July 2013,Clare,Hazardous,   Industrial Hazardous Waste  ,"16,072.57"
01/07/2013,Clare,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,"6,413.67"
Q3 2013,Clare Co.,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,24762
01/07/2013,Clare,Non-Hazardous,   Construction and Demolition Waste  ,15523
01 July 2013,county Clare,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,23468.640000
2013Q3,Clare,Non-Hazardous,municipal solid waste,"17,847.66"
2013Q3,Clare,Non-Hazardous,Organic Waste,11118
01 July 2013,,Hazardous,C h e m i c a l  W a s t e ,13349.39
2013Q3,Cork,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"5,913.17"
2013Q3,Cork,Hazardous,   Industrial Hazardous Waste  ,8864.300000
2013Q3,Cork,Hazardous,M e d i c a l  W a s t e ,19255.550000
,Cork,Non-Hazardous,Agricultural_Waste,19682
"July 01, 2013",Cork,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,14354.810000
2013-07-01,Cork,Non-Hazardous,Industrial_Non-Hazardous_Waste,10664.25
01-07-2013,Cork,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,"11,005.70"
2013-07-01,Cork,Non-Hazardous,   nan  ,"15,979.72"
"July 01, 2013",Donegal co.,Hazardous,Waste Chemical,9631
2013Q3,Donegal,Hazardous,electronic waste (e-waste),11587.130000
2013Q3,Donegal Co.,Hazardous,Industrial_Hazardous_Waste,7462
2013Q3,Donegal co.,,M e d i c a l  W a s t e ,11796.83
2013Q3,Donegal,Non-Hazardous,   Agricultural Waste  ,3599.420000
2013 Q2,Donegal,Non-Hazardous,construction and demolition waste,14214.440000
2013Q3,co. Donegal,Non-Hazardous,Industrial_Non-Hazardous_Waste,"17,768.47"
2013 Q3,Donegal,Non-Hazardous,   Municipal Solid Waste  ,8496.270000
2013Q3,Donegal,Non-Hazardous,Organic_Waste,3102
01 July 2013,Down County,Hazardous,   Chemical Waste  ,16357.390000
2013Q3,Down County,Hazardous,(E-Waste) Waste Electronic,7666.96
,Down co.,Hazardous,Hazardous Waste Industrial,14468
,Down,Hazardous,medical waste,"17,099.33"
01 July 2013,Down county,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,"21,519.29"
