Quarter,County,Waste Type,Waste Category,Treatment Method,Waste Amount (tonnes),Price of Treatment (€ per tonne)
2011_Q4,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3108.53,54.0
2011_Q4,Offaly,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,6540.01,59.52
2011_Q4,Offaly,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3924.0,62.87
2011_Q4,Offaly,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2616.0,55.77
2011_Q1,Offaly,Non-Hazardous,Organic Waste,Recovery - Composting,6851.3,60.28
2011_Q4,Offaly,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2936.27,73.61
2011_Q1,Roscommon,Hazardous,Chemical Waste,Disposal - Incineration,7017.35,77.0
2011_Q4,Roscommon,Hazardous,Chemical Waste,Disposal - Other,3007.43,75.08
2011_Q1,Roscommon,Hazardous,Electronic Waste,Recovery - Recycling,17057.07,63.0
2011_Q4,Roscommon,Hazardous,Electronic Waste,Disposal - Other,1895.23,78.7
2011_Q1,Roscommon,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,11795.23,55.0
2011_Q4,Roscommon,Hazardous,Industrial Hazardous Waste,Disposal - Other,7863.48,262.0
,Roscommon,Hazardous,Medical Waste,Disposal - Incineration,12113.0,75.16
2011_Q1,Roscommon,Hazardous,Medical Waste,Disposal - Other,3028.33,65.19
2011_Q4,Roscommon,Non-Hazardous,Agricultural Waste,Disposal - Landfill,8709.92,78.87
2011_Q1,Roscommon,Non-Hazardous,Agricultural Waste,Recovery - Composting,8709.0,77.01
2011_Q4,Roscommon,Non-Hazardous,Agricultural Waste,Disposal - Other,4354.96,70.46
2011_Q1,Roscommon,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4444.34,77.27
2011_Q4,Roscommon,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,10370.14,74.73
2011_Q4,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6373.65,61.42
2011_Q4,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6373.65,54.82
2011_Q4,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3186.83,67.0
,Roscommon,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9584.99,54.25
2011_Q4,Roscommon,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5750.99,60.13
2011_Q1,Roscommon,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3833.99,64.19
2011_Q4,Roscommon,Non-Hazardous,Organic Waste,Recovery - Composting,9098.73,61.65
2011_Q4,Roscommon,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3899.45,53.5
2011_Q4,Sligo,Hazardous,Chemical Waste,Disposal - Incineration,11658.91,63.0
2011_Q3,Sligo,Hazardous,Chemical Waste,Disposal - Other,4996.68,72.0
2011_Q1,Sligo,Hazardous,Electronic Waste,Recovery - Recycling,13689.39,74.14
2011_Q4,,Hazardous,Electronic Waste,Disposal - Other,1521.0,61.06
2011_Q1,Sligo,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,4943.0,79.83
2011_Q1,Sligo,Hazardous,Industrial Hazardous Waste,Disposal - Other,3295.59,65.82
,Sligo,,Medical Waste,Disposal - Incineration,15886.72,72.76
2011_Q4,Sligo,Hazardous,Medical Waste,Disposal - Other,3971.68,72.0
2011_Q4,Sligo,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5336.96,51.27
2011_Q1,Sligo,Non-Hazardous,Agricultural Waste,Recovery - Composting,,78.53
2011_Q4,Sligo,Non-Hazardous,Agricultural Waste,Disposal - Other,2668.48,66.68
2011_Q4,Sligo,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4094.7,75.0
2011_Q4,Sligo,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,9554.0,47.34
2011_Q1,,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6348.04,50.27
2011_Q4,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6348.04,71.0
2011_Q4,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,,57.77
2011_Q4,Sligo,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,1762.74,51.88
2011_Q1,Sligo,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,1057.64,50.25
2011_Q4,,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,705.09,58.27
2011_Q4,Sligo,Non-Hazardous,Organic Waste,Recovery - Composting,,71.15
2011_Q4,Sligo,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3239.69,52.17
2011_Q4,Tipperary,Hazardous,Chemical Waste,Disposal - Incineration,8451.79,67.84
2011_Q1,Tipperary,Hazardous,Chemical Waste,Disposal - Other,3622.19,57.32
2011_Q4,Tipperary,Hazardous,Electronic Waste,Recovery - Recycling,14574.96,289.0
2011_Q4,Tipperary,Hazardous,Electronic Waste,Disposal - Other,,72.72
2011_Q1,Tipperary,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,5886.82,78.11
2011_Q4,Tipperary,Hazardous,Industrial Hazardous Waste,Disposal - Other,3924.55,53.22
2011_Q4,Tipperary,Hazardous,Medical Waste,Disposal - Incineration,16066.59,520.61
2011_Q4,Tipperary,Hazardous,Medical Waste,Disposal - Other,4016.65,592.43
2011_Q4,Tipperary,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4430.76,72.0
2011_Q4,Tipperary,Non-Hazardous,Agricultural Waste,Recovery - Composting,4430.76,59.59
2011_Q1,Tipperary,Non-Hazardous,Agricultural Waste,Disposal - Other,2215.38,66.0
2011_Q4,Tipperary,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5140.89,28.0
2011_Q4,Tipperary,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,119954.1,47.76
2011_Q4,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6498.68,52.6
2011_Q1,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6498.68,60.0
2011_Q4,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3249.34,75.0
2011_Q3,Tipperary,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9804.34,52.59
2011_Q1,Tipperary,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5882.6,69.74
2011_Q1,Tipperary,Non-Hazardous,Municipal Solid Waste,,3921.73,74.0
2011_Q1,Tipperary,Non-Hazardous,Organic Waste,Recovery - Composting,10652.46,51.11
2011_Q4,Tipperary,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,4565.34,55.0
2011_Q4,Waterford,Hazardous,Chemical Waste,Disposal - Incineration,7187.47,54.34
2011_Q1,Waterford,Hazardous,Chemical Waste,Disposal - Other,3080.34,229.15
2011_Q4,Waterford,Hazardous,Electronic Waste,Recovery - Recycling,13670.19,63.58
2011_Q4,Waterford,Hazardous,Electronic Waste,Disposal - Other,1518.91,71.76
2011_Q4,Waterford,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,13370.51,490.23
2011_Q4,Waterford,,Industrial Hazardous Waste,Disposal - Other,89136.7,64.0
2011_Q4,Waterford,Hazardous,,Disposal - Incineration,15357.0,66.31
2011_Q4,Waterford,Hazardous,Medical Waste,Disposal - Other,3839.25,67.53
2011_Q4,Waterford,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5611.54,46.0
2011_Q4,Waterford,Non-Hazardous,Agricultural Waste,Recovery - Composting,5611.54,72.08
2011_Q4,Waterford,Non-Hazardous,Agricultural Waste,Disposal - Other,2805.77,65.4
2011_Q4,Waterford,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,7044.7,62.38
2011_Q4,Waterford,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,16437.63,73.0
2011_Q1,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,,4150.53,70.02
2011_Q4,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,4150.53,69.0
2011_Q4,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2075.27,51.9
2011_Q4,Waterford,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,6612.16,52.0
2011_Q4,Waterford,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3967.3,55.0
2011_Q4,,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2644.86,70.35
2011_Q4,Waterford,Non-Hazardous,Organic Waste,Recovery - Composting,,71.08
2011_Q1,Waterford,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3877.9,77.88
2011_Q4,,Hazardous,Chemical Waste,Disposal - Incineration,7772.0,276.0
,Westmeath,Hazardous,Chemical Waste,Disposal - Other,3331.02,56.0
2011_Q3,Westmeath,Hazardous,Electronic Waste,Recovery - Recycling,15845.0,55.8
2011_Q4,Westmeath,Hazardous,Electronic Waste,Disposal - Other,1760.56,60.0
2011_Q1,Westmeath,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,3195.45,368.65
2011_Q4,Westmeath,Hazardous,Industrial Hazardous Waste,Disposal - Other,2130.3,78.65
2011_Q4,Westmeath,Hazardous,Medical Waste,Disposal - Incineration,8229.0,62.54
2011_Q4,Westmeath,Hazardous,Medical Waste,Disposal - Other,2057.43,51.0
2011_Q4,,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4509.01,78.47
2011_Q4,Westmeath,Non-Hazardous,Agricultural Waste,Recovery - Composting,4509.01,57.0
2011_Q4,Westmeath,,Agricultural Waste,Disposal - Other,2254.5,65.03
2011_Q4,Westmeath,Non-Hazardous,Construction and Demolition Waste,,1032.0,65.0
2011_Q4,Westmeath,Non-Hazardous,N A N,Recovery - Recycling,2409.5,66.0
2011_Q4,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,5645.86,73.81
2011_Q1,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,,72.39
2011_Q1,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2822.93,54.54
2011_Q1,Westmeath,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,78834.7,66.87
2011_Q4,Westmeath,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4730.08,62.0
,Westmeath,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3153.39,51.0
2011_Q4,Westmeath,Non-Hazardous,Organic Waste,Recovery - Composting,13625.07,57.35
2011_Q4,Westmeath,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5839.32,61.27
2011_Q4,Wexford,Hazardous,Chemical Waste,Disposal - Incineration,8337.39,211.1
2011_Q4,,Hazardous,Chemical Waste,Disposal - Other,3573.17,77.0
2011_Q4,Wexford,Hazardous,Electronic Waste,Recovery - Recycling,3925.73,52.0
2011_Q1,Wexford,Hazardous,Electronic Waste,Disposal - Other,436.0,57.0
2011_Q4,Wexford,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,12134.02,76.0
2011_Q4,Wexford,Hazardous,Industrial Hazardous Waste,Disposal - Other,8089.34,59.69
2011_Q1,Wexford,Hazardous,Medical Waste,Disposal - Incineration,,57.0
2011_Q1,Wexford,Hazardous,Medical Waste,Disposal - Other,3847.99,547.13
2011_Q4,Wexford,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6024.54,55.84
2011_Q4,Wexford,Non-Hazardous,Agricultural Waste,Recovery - Composting,6024.54,51.0
2011_Q4,Wexford,Non-Hazardous,Agricultural Waste,Disposal - Other,3012.27,58.36
2011_Q1,Wexford,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,1898.92,68.18
2011_Q1,Wexford,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,4430.82,24.15
2011_Q1,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,8588.0,67.71
2011_Q1,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,8588.03,55.06
2011_Q4,Wexford,,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,4294.01,61.84
2011_Q4,Wexford,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7067.94,53.0
2011_Q1,Wexford,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4240.77,60.0
2011_Q1,Wexford,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2827.18,73.24
2011_Q1,Wexford,Non-Hazardous,Organic Waste,Recovery - Composting,12596.3,67.13
2011_Q4,Wexford,Non-Hazardous,,Recovery - Energy Recovery,5398.42,70.0
2011_Q4,Wicklow,Hazardous,Chemical Waste,Disposal - Incineration,8246.64,62.88
2011_Q4,Wicklow,Hazardous,Chemical Waste,Disposal - Other,3534.28,325.0
2011_Q4,Wicklow,Hazardous,Electronic Waste,Recovery - Recycling,13216.55,296.94
2011_Q1,Wicklow,Hazardous,,Disposal - Other,1468.0,65.86
2011_Q4,Wicklow,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,7070.33,495.0
2011_Q1,Wicklow,,Industrial Hazardous Waste,Disposal - Other,4713.55,77.45
2011_Q1,Wicklow,Hazardous,Medical Waste,Disposal - Incineration,18346.01,77.2
2011_Q1,Wicklow,Hazardous,Medical Waste,Disposal - Other,4586.5,79.0
2011_Q4,Wicklow,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4238.21,79.38
2011_Q4,Wicklow,Non-Hazardous,Agricultural Waste,Recovery - Composting,4238.21,58.0
2011_Q1,Wicklow,Non-Hazardous,Agricultural Waste,Disposal - Other,2119.1,51.77
2011_Q4,Wicklow,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,3633.25,53.36
2011_Q4,Wicklow,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,8477.57,33.03
2011_Q4,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,5876.63,60.12
2011_Q4,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5876.63,55.85
2011_Q4,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2938.31,57.73
2011_Q4,Wicklow,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,,52.13
2011_Q2,Wicklow,Non-Hazardous,,Recovery - Recycling,2839.53,52.69
2011_Q1,Wicklow,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1893.02,79.72
2011_Q1,Wicklow,Non-Hazardous,Organic Waste,Recovery - Composting,,52.0
,Wicklow,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,6055.75,67.4
2012_Q1,,Hazardous,Chemical Waste,Disposal - Incineration,15095.97,58.03
2012_Q1,Antrim,Hazardous,Chemical Waste,Disposal - Other,6469.7,62.88
2012_Q1,Antrim,Hazardous,Electronic Waste,Recovery - Recycling,13036.63,66.52
2012_Q1,Antrim,Hazardous,Electronic Waste,Disposal - Other,1448.51,64.92
2012_Q1,Antrim,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,9180.11,74.0
2012_Q1,Antrim,,Industrial Hazardous Waste,Disposal - Other,6120.07,65.53
2012_Q1,Antrim,Hazardous,Medical Waste,,16730.14,304.0
2012_Q1,Antrim,Hazardous,Medical Waste,Disposal - Other,4182.54,67.72
2012_Q1,Antrim,Non-Hazardous,Agricultural Waste,Disposal - Landfill,7000.06,58.0
2012_Q1,Antrim,Non-Hazardous,Agricultural Waste,Recovery - Composting,70000.6,68.55
2012_Q1,Antrim,Non-Hazardous,Agricultural Waste,Disposal - Other,3500.03,50.85
2012_Q1,Antrim,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5078.9,53.0
2012_Q1,Antrim,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,11850.76,71.77
2012_Q1,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,8435.1,72.0
2012_Q1,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,8435.1,50.0
2012_Q1,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,4217.55,66.65
2012_Q1,Antrim,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,5301.0,76.75
2012_Q1,Antrim,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3181.0,53.52
2012_Q1,Antrim,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2120.75,51.79
2012_Q1,Antrim,Non-Hazardous,Organic Waste,Recovery - Composting,13517.59,40.17
2012_Q1,Antrim,Non-Hazardous,Organic Waste,,5793.25,52.47
2012_Q2,Carlow,Hazardous,Chemical Waste,Disposal - Incineration,9102.96,55.28
,Carlow,Hazardous,Chemical Waste,Disposal - Other,3901.0,257.15
2012_Q1,Carlow,Hazardous,Electronic Waste,Recovery - Recycling,15923.21,63.71
2012_Q3,Carlow,Hazardous,Electronic Waste,Disposal - Other,1769.25,55.24
2012_Q1,Carlow,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,12311.0,290.38
2012_Q1,Carlow,Hazardous,Industrial Hazardous Waste,Disposal - Other,8207.94,54.54
2012_Q1,Carlow,,Medical Waste,Disposal - Incineration,7410.0,56.07
,Carlow,Hazardous,Medical Waste,Disposal - Other,1852.59,61.96
2012_Q1,,Non-Hazardous,Agricultural Waste,Disposal - Landfill,9092.9,43.08
2012_Q1,Carlow,Non-Hazardous,Agricultural Waste,Recovery - Composting,9092.9,76.99
2012_Q2,Carlow,Non-Hazardous,Agricultural Waste,Disposal - Other,4546.45,39.6
2012_Q1,Carlow,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4799.44,71.16
2012_Q1,Carlow,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,11198.7,59.0
2012_Q1,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,7848.83,61.3
2012_Q2,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,,7848.83,59.0
2012_Q1,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3924.42,66.32
2012_Q1,Carlow,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,3933.01,56.48
,Carlow,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,2359.0,70.0
2012_Q4,Carlow,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1573.2,56.78
2012_Q1,Carlow,,Organic Waste,Recovery - Composting,7000.72,52.07
2012_Q1,,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3000.31,79.0
,Cavan,Hazardous,Chemical Waste,Disposal - Incineration,10987.38,54.37
2012_Q1,,Hazardous,Chemical Waste,Disposal - Other,4708.88,71.0
2012_Q1,Cavan,Hazardous,Electronic Waste,Recovery - Recycling,18199.59,69.0
2012_Q1,Cavan,Hazardous,Electronic Waste,Disposal - Other,2022.18,70.67
2012_Q1,Cavan,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,7019.08,381.11
2012_Q1,Cavan,Hazardous,Industrial Hazardous Waste,Disposal - Other,4679.38,417.61
2012_Q1,Cavan,Hazardous,Medical Waste,Disposal - Incineration,12909.3,65.0
2012_Q1,Cavan,Hazardous,Medical Waste,Disposal - Other,3227.33,62.55
2012_Q1,Cavan,Non-Hazardous,Agricultural Waste,Disposal - Landfill,1867.71,54.45
2012_Q1,Cavan,Non-Hazardous,Agricultural Waste,Recovery - Composting,1867.71,67.0
2012_Q1,Cavan,,Agricultural Waste,Disposal - Other,933.86,43.85
2012_Q1,Cavan,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5328.47,58.0
2012_Q1,Cavan,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,12433.0,50.51
2012_Q4,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,3081.21,56.0
2012_Q1,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,3081.0,44.29
2012_Q1,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,,54.47
2012_Q1,Cavan,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9515.71,65.33
2012_Q1,Cavan,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5709.43,59.0
2012_Q1,Cavan,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3806.28,51.0
2012_Q1,Cavan,Non-Hazardous,Organic Waste,Recovery - Composting,3092.81,76.18
2012_Q1,Cavan,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,1325.49,67.05
2012_Q1,Clare,Hazardous,Chemical Waste,Disposal - Incineration,7389.75,63.0
2012_Q1,Clare,Hazardous,Chemical Waste,Disposal - Other,3167.04,65.0
2012_Q1,Clare,Hazardous,Electronic Waste,Recovery - Recycling,11240.51,50.74
2012_Q1,Clare,Hazardous,Electronic Waste,Disposal - Other,1248.95,282.19
2012_Q1,Clare,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,9675.79,66.0
2012_Q1,Clare,Hazardous,Industrial Hazardous Waste,Disposal - Other,6450.53,339.61
2012_Q1,Clare,Hazardous,Medical Waste,Disposal - Incineration,14460.85,595.19
2012_Q1,Clare,Hazardous,Medical Waste,Disposal - Other,3615.21,424.67
2012_Q1,Clare,Non-Hazardous,Agricultural Waste,Disposal - Landfill,764.23,60.21
2012_Q1,Clare,,Agricultural Waste,Recovery - Composting,764.23,41.0
2012_Q1,Clare,Non-Hazardous,Agricultural Waste,Disposal - Other,382.12,54.0
2012_Q1,Clare,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,,77.91
2012_Q1,Clare,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,13302.8,38.0
2012_Q1,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6902.66,72.08
2012_Q1,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6902.66,66.0
2012_Q1,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3451.33,68.85
2012_Q1,Clare,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9866.0,74.57
2012_Q1,Clare,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5919.6,63.13
2012_Q1,Clare,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3946.0,70.19
2012_Q1,Clare,Non-Hazardous,Organic Waste,Recovery - Composting,5548.94,58.17
2012_Q1,Clare,,Organic Waste,Recovery - Energy Recovery,2378.12,65.29
2012_Q1,Cork,,Chemical Waste,Disposal - Incineration,7222.59,75.0
2012_Q1,Cork,Hazardous,Chemical Waste,Disposal - Other,3095.4,346.51
2012_Q1,Cork,Hazardous,Electronic Waste,Recovery - Recycling,3505.2,74.0
2012_Q1,Cork,Hazardous,Electronic Waste,Disposal - Other,389.47,210.78
2012_Q1,Cork,Hazardous,Industrial Hazardous Waste,,,295.51
2012_Q1,Cork,,Industrial Hazardous Waste,Disposal - Other,9251.95,68.32
2012_Q1,Cork,Hazardous,,Disposal - Incineration,13742.66,55.31
2012_Q1,Cork,Hazardous,Medical Waste,Disposal - Other,3435.66,76.0
2012_Q2,,,Agricultural Waste,Disposal - Landfill,6015.31,75.0
2012_Q1,Cork,Non-Hazardous,Agricultural Waste,Recovery - Composting,6015.31,69.0
2012_Q4,Cork,Non-Hazardous,Agricultural Waste,Disposal - Other,3007.65,41.6
2012_Q1,Cork,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,6090.27,72.6
2012_Q1,Cork,,Construction and Demolition Waste,Recovery - Recycling,14210.63,58.45
2012_Q1,Cork,Non-Hazardous,Industrial Hazardous Waste,Disposal - Landfill,9444.0,53.98
2012_Q1,Cork,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,9444.0,47.58
2012_Q1,Cork,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,4722.4,45.44
,Cork,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,4291.18,78.0
2012_Q1,Cork,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,2574.7,77.98
2012_Q1,Cork,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1716.0,77.24
2012_Q1,Cork,Non-Hazardous,Organic Waste,Recovery - Composting,14116.72,50.91
2012_Q1,Cork,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,6050.02,75.97
2012_Q1,Donegal,Hazardous,Chemical Waste,Disposal - Incineration,11488.74,323.61
2012_Q1,Donegal,Hazardous,Chemical Waste,Disposal - Other,4923.75,77.82
,Donegal,,Electronic Waste,Recovery - Recycling,12824.0,67.0
2012_Q1,Donegal,Hazardous,Electronic Waste,Disposal - Other,1425.0,69.55
2012_Q1,Donegal,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,,66.0
2012_Q1,Donegal,Hazardous,Industrial Hazardous Waste,Disposal - Other,5044.82,52.72
2012_Q4,,Hazardous,Medical Waste,Disposal - Incineration,12370.42,77.18
2012_Q4,Donegal,Hazardous,,Disposal - Other,3092.61,77.0
2012_Q1,Donegal,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5439.34,78.99
2012_Q2,Donegal,Non-Hazardous,Agricultural Waste,,5439.34,53.94
2012_Q1,Donegal,Non-Hazardous,Agricultural Waste,Disposal - Other,2719.67,43.0
2012_Q1,Donegal,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,3670.0,35.0
2012_Q1,Donegal,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,8563.35,77.57
2012_Q3,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,,7218.62,50.0
2012_Q1,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,72186.2,62.56
2012_Q1,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3609.31,50.18
2012_Q1,Donegal,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,3951.53,59.0
2012_Q1,Donegal,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,2370.92,63.0
2012_Q1,Donegal,Non-Hazardous,,Recovery - Energy Recovery,1580.61,75.88
2012_Q1,Donegal,Non-Hazardous,Organic Waste,,12077.99,65.11
2012_Q1,Donegal,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5176.28,75.0
2012_Q1,Down,Hazardous,Chemical Waste,Disposal - Incineration,9971.7,346.22
2012_Q1,Down,Hazardous,Chemical Waste,Disposal - Other,4273.59,318.0
2012_Q1,Down,Hazardous,Electronic Waste,Recovery - Recycling,12129.91,214.0
2012_Q1,Down,Hazardous,Electronic Waste,,1347.77,50.0
2012_Q1,Down,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,6203.35,77.0
2012_Q1,Down,Hazardous,Industrial Hazardous Waste,Disposal - Other,4135.57,59.39
2012_Q1,Down,Hazardous,Medical Waste,Disposal - Incineration,20245.01,59.83
2012_Q1,Down,Hazardous,Medical Waste,Disposal - Other,5061.25,592.58
2012_Q1,Down,Non-Hazardous,Agricultural Waste,Disposal - Landfill,10077.28,74.0
2012_Q1,Down,Non-Hazardous,Agricultural Waste,Recovery - Composting,10077.28,61.64
2012_Q1,Down,Non-Hazardous,Agricultural Waste,Disposal - Other,5038.64,65.15
2012_Q1,Down,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5900.47,69.03
2012_Q1,Down,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,,33.48
2012_Q1,Down,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6029.82,53.7
